order_item_id,order_id,product_id,quantity,discount
519,519,351,1,0.0
520,520,373,3,0.0
521,521,64,7,0.0
522,522,486,1,0.0
523,523,251,3,0.05
524,524,453,6,0.0
525,525,16,1,0.0
526,526,176,5,0.0
527,527,496,6,0.0
528,528,138,2,0.15
529,529,470,5,0.0
530,530,244,6,0.4
531,531,55,3,0.0
532,532,1,4,0.0
533,533,389,4,0.15
534,534,320,9,0.0
535,535,175,2,0.0
536,536,434,4,0.0
537,537,497,4,0.1
538,538,296,9,0.25
539,539,486,1,0.0
540,540,74,5,0.05
541,541,432,1,0.0
542,542,198,3,0.05
543,543,381,1,0.0
544,544,496,7,0.0
545,545,50,2,0.0
546,546,400,1,0.0
547,547,282,7,0.05
548,548,298,2,0.0
549,549,415,1,0.0
550,550,352,1,0.0
551,551,459,1,0.0
552,552,401,3,0.0
553,553,173,3,0.3
554,554,256,3,0.0
555,555,477,2,0.0
556,556,392,2,0.15
557,557,335,2,0.15
558,558,323,5,0.0
559,559,27,2,0.15
560,560,272,4,0.0
561,561,281,6,0.05
562,562,474,1,0.0
563,563,184,1,0.05
564,564,392,3,0.2
565,565,391,1,0.0
566,566,389,1,0.0
567,567,256,3,0.0
568,568,366,1,0.0
569,569,131,5,0.15
570,570,257,2,0.05
571,571,139,3,0.15
572,572,151,2,0.0
573,573,443,1,0.0
574,574,28,4,0.4
575,575,189,2,0.0
576,576,228,1,0.0
577,577,389,1,0.1
578,578,179,12,0.25
579,579,342,2,0.0
580,580,415,1,0.0
581,581,251,4,0.0
582,582,272,1,0.1
583,583,354,3,0.0
584,584,481,3,0.1
585,585,278,2,0.0
586,586,20,3,0.0
587,587,302,1,0.0
588,588,315,1,0.0
589,589,394,1,0.0
590,590,325,6,0.0
591,591,147,2,0.15
592,592,68,2,0.05
593,593,331,3,0.05
594,594,464,1,0.0
595,595,291,5,0.3
596,596,334,3,0.0
597,597,429,5,0.3
598,598,28,1,0.0
599,599,445,7,0.15
600,600,437,7,0.2
601,601,16,1,0.0
602,602,355,3,0.0
603,603,482,4,0.0
604,604,150,1,0.0
605,605,389,6,0.05
606,606,461,5,0.0
607,607,158,2,0.15
608,608,395,2,0.0
609,609,288,7,0.0
610,610,302,3,0.0
611,611,215,2,0.0
612,612,432,4,0.0
613,613,25,2,0.0
614,614,336,1,0.0
615,615,357,4,0.0
616,616,221,5,0.05
617,617,108,4,0.2
618,618,425,12,0.25
619,619,64,6,0.0
620,620,367,2,0.0
621,621,210,8,0.0
622,622,121,3,0.0
623,623,184,2,0.0
624,624,158,4,0.15
625,625,476,8,0.0
626,626,95,7,0.0
627,627,433,1,0.0
628,628,468,1,0.0
629,629,259,1,0.0
630,630,94,8,0.0
631,631,132,2,0.0
632,632,330,3,0.3
633,633,417,7,0.0
634,634,70,3,0.05
635,635,60,2,0.0
636,636,158,2,0.0
637,637,454,2,0.0
638,638,290,2,0.15
639,639,497,2,0.0
640,640,358,6,0.25
641,641,183,9,0.2
642,642,84,6,0.0
643,643,326,3,0.0
644,644,120,1,0.0
645,645,45,1,0.0
646,646,90,2,0.0
647,647,424,1,0.0
648,648,391,2,0.0
649,649,80,3,0.1
650,650,74,2,0.0
651,651,127,1,0.0
652,652,89,2,0.0
653,653,140,5,0.1
654,654,51,2,0.0
655,655,200,1,0.0
656,656,488,3,0.0
657,657,454,1,0.0
658,658,130,4,0.2
659,659,457,1,0.1
660,660,331,2,0.0
661,661,218,5,0.05
662,662,145,3,0.0
663,663,404,1,0.0
664,664,307,2,0.0
665,665,143,1,0.0
666,666,66,3,0.0
667,667,258,6,0.0
668,668,70,2,0.15
669,669,356,2,0.1
670,670,234,8,0.0
671,671,27,1,0.0
672,672,119,3,0.25
673,673,305,2,0.0
674,674,391,2,0.0
675,675,199,9,0.25
676,676,94,9,0.1
677,677,187,5,0.1
678,678,412,1,0.0
679,679,69,1,0.0
680,680,330,2,0.0
681,681,124,4,0.0
682,682,488,1,0.0
683,683,439,3,0.25
684,684,132,1,0.0
685,685,209,5,0.0
686,686,187,1,0.0
687,687,325,1,0.0
688,688,200,2,0.0
689,689,384,3,0.0
690,690,146,8,0.0
691,691,367,2,0.0
692,692,384,3,0.0
693,693,372,1,0.0
694,694,343,1,0.05
695,695,425,5,0.0
696,696,108,6,0.15
697,697,437,1,0.05
698,698,321,3,0.0
699,699,476,8,0.0
700,700,164,7,0.0
701,701,309,2,0.0
702,702,37,1,0.0
703,703,227,6,0.0
704,704,179,7,0.0
705,705,126,6,0.0
706,706,133,2,0.0
707,707,75,3,0.15
708,708,283,1,0.0
709,709,435,5,0.0
710,710,207,2,0.0
711,711,466,3,0.2
712,712,165,1,0.0
713,713,23,5,0.0
714,714,27,3,0.3
715,715,62,8,0.0
716,716,349,4,0.25
717,717,156,1,0.0
718,718,173,1,0.1
719,719,346,7,0.0
720,720,60,3,0.0
721,721,157,6,0.0
722,722,318,3,0.0
723,723,321,4,0.0
724,724,12,3,0.0
725,725,58,1,0.0
726,726,350,3,0.0
727,727,459,8,0.1
728,728,148,1,0.0
729,729,39,3,0.1
730,730,319,2,0.0
731,731,71,3,0.0
732,732,210,3,0.0
733,733,500,4,0.1
734,734,437,2,0.0
735,735,9,4,0.0
736,736,112,1,0.0
737,737,360,2,0.2
738,738,344,7,0.0
739,739,63,2,0.1
740,740,199,1,0.0
741,741,400,1,0.0
742,742,120,3,0.0
743,743,425,6,0.0
744,744,421,4,0.0
745,745,216,1,0.0
746,746,402,4,0.1
747,747,198,4,0.2
748,748,412,2,0.2
749,749,397,2,0.0
750,750,79,4,0.0
751,751,335,2,0.0
752,752,59,4,0.0
753,753,457,4,0.2
754,754,393,1,0.0
755,755,348,3,0.05
756,756,40,2,0.0
757,757,114,1,0.05
758,758,432,2,0.0
759,759,115,1,0.0
760,760,331,3,0.05
761,761,469,4,0.25
762,762,359,1,0.0
763,763,293,3,0.05
764,764,100,2,0.0
765,765,429,1,0.0
766,766,229,4,0.1
767,767,382,1,0.0
768,768,60,1,0.0
769,769,134,1,0.0
770,770,457,3,0.0
771,771,93,6,0.1
772,772,158,3,0.2
773,773,370,1,0.0
774,774,352,2,0.0
775,775,3,1,0.0
776,776,327,2,0.1
777,777,11,3,0.15
778,778,89,4,0.15
779,779,475,2,0.1
780,780,72,1,0.0
781,781,186,1,0.0
782,782,131,1,0.0
783,783,14,2,0.1
784,784,86,5,0.0
785,785,184,1,0.0
786,786,441,1,0.0
787,787,223,1,0.0
788,788,276,3,0.0
789,789,350,3,0.0
790,790,185,6,0.0
791,791,433,6,0.15
792,792,350,2,0.0
793,793,467,1,0.0
794,794,24,1,0.0
795,795,385,7,0.15
796,796,456,6,0.0
797,797,391,1,0.1
798,798,84,4,0.1
799,799,276,1,0.0
800,800,131,4,0.1
801,801,220,2,0.0
802,802,351,1,0.0
803,803,99,1,0.0
804,804,347,6,0.0
805,805,285,1,0.0
806,806,416,4,0.0
807,807,461,4,0.0
808,808,479,4,0.25
809,809,3,1,0.0
810,810,404,1,0.0
811,811,438,2,0.0
812,812,368,2,0.2
813,813,358,1,0.0
814,814,389,1,0.0
815,815,235,1,0.0
816,816,290,2,0.15
817,817,419,13,0.25
818,818,407,9,0.15
819,819,43,4,0.25
820,820,478,1,0.0
821,821,416,6,0.0
822,822,132,1,0.0
823,823,305,5,0.0
824,824,194,3,0.25
825,825,82,1,0.0
826,826,213,1,0.0
827,827,188,6,0.05
828,828,24,1,0.0
829,829,429,2,0.0
830,830,138,4,0.1
831,831,458,2,0.0
832,832,335,3,0.0
833,833,446,3,0.0
834,834,207,1,0.05
835,835,258,8,0.05
836,836,451,2,0.0
837,837,126,6,0.05
838,838,227,3,0.15
839,839,460,2,0.0
840,840,92,3,0.15
841,841,215,4,0.25
842,842,399,1,0.0
843,843,36,9,0.2
844,844,219,2,0.0
845,845,105,5,0.0
846,846,362,6,0.15
847,847,288,6,0.1
848,848,3,1,0.0
849,849,383,2,0.0
850,850,101,2,0.0
851,851,177,3,0.25
852,852,96,3,0.0
853,853,64,6,0.0
854,854,201,1,0.0
855,855,93,1,0.0
856,856,491,2,0.0
857,857,268,2,0.0
858,858,364,9,0.0
859,859,309,1,0.1
860,860,88,1,0.0
861,861,76,2,0.15
862,862,33,1,0.0
863,863,169,1,0.05
864,864,122,2,0.0
865,865,330,2,0.0
866,866,318,2,0.0
867,867,283,5,0.0
868,868,410,2,0.0
869,869,411,6,0.2
870,870,5,2,0.0
871,871,308,3,0.0
872,872,259,1,0.0
873,873,425,6,0.0
874,874,341,1,0.0
875,875,335,1,0.0
876,876,65,7,0.2
877,877,468,1,0.1
878,878,3,2,0.1
879,879,159,5,0.0
880,880,292,2,0.0
881,881,12,1,0.0
882,882,92,7,0.0
883,883,465,2,0.0
884,884,242,3,0.0
885,885,67,1,0.0
886,886,353,3,0.0
887,887,385,8,0.4
888,888,38,7,0.0
889,889,309,3,0.15
890,890,19,1,0.05
891,891,206,9,0.0
892,892,177,3,0.0
893,893,259,3,0.1
894,894,15,4,0.0
895,895,207,1,0.1
896,896,206,8,0.0
897,897,372,1,0.0
898,898,464,1,0.1
899,899,116,5,0.0
900,900,30,1,0.0
901,901,75,2,0.15
902,902,296,2,0.0
903,903,85,2,0.0
904,904,399,1,0.0
905,905,319,4,0.15
906,906,256,2,0.0
907,907,98,3,0.15
908,908,341,5,0.0
909,909,31,2,0.0
910,910,365,3,0.15
911,911,314,3,0.15
912,912,290,1,0.0
913,913,202,1,0.0
914,914,80,8,0.0
915,915,327,1,0.0
916,916,10,2,0.0
917,917,76,2,0.0
918,918,484,1,0.0
919,919,344,2,0.0
920,920,218,1,0.0
921,921,358,4,0.25
922,922,472,2,0.0
923,923,19,1,0.05
924,924,3,1,0.1
925,925,8,1,0.1
926,926,142,4,0.0
927,927,341,3,0.0
928,928,74,7,0.2
929,929,156,3,0.0
930,930,472,1,0.0
931,931,197,3,0.0
932,932,200,2,0.1
933,933,338,4,0.0
934,934,94,11,0.15
935,935,122,4,0.0
936,936,356,3,0.1
937,937,287,1,0.05
938,938,253,4,0.0
939,939,445,8,0.0
940,940,350,1,0.0
941,941,301,9,0.0
942,942,93,3,0.1
943,943,437,1,0.0
944,944,238,1,0.0
945,945,122,2,0.0
946,946,76,1,0.0
947,947,287,3,0.0
948,948,424,1,0.0
949,949,452,7,0.15
950,950,338,6,0.0
951,951,469,1,0.0
952,952,482,1,0.0
953,953,434,1,0.05
954,954,71,2,0.0
955,955,148,1,0.0
956,956,389,4,0.0
957,957,424,1,0.05
958,958,459,3,0.15
959,959,131,4,0.0
960,960,296,2,0.0
961,961,444,1,0.0
962,962,210,6,0.15
963,963,343,1,0.0
964,964,351,2,0.0
965,965,27,7,0.2
966,966,88,2,0.0
967,967,416,5,0.15
968,968,291,4,0.0
969,969,13,1,0.0
970,970,456,7,0.0
971,971,169,5,0.3
972,972,224,4,0.0
973,973,318,2,0.15
974,974,183,2,0.0
975,975,95,7,0.0
976,976,287,4,0.0
977,977,61,6,0.0
978,978,285,1,0.0
979,979,82,2,0.0
980,980,309,5,0.25
981,981,37,3,0.0
982,982,137,4,0.2
983,983,96,1,0.0
984,984,306,2,0.0
985,985,31,3,0.0
986,986,204,2,0.05
987,987,378,5,0.0
988,988,296,1,0.0
989,989,215,6,0.05
990,990,338,7,0.0
991,991,305,6,0.0
992,992,422,1,0.0
993,993,42,3,0.15
994,994,252,2,0.0
995,995,9,3,0.05
996,996,229,1,0.0
997,997,364,4,0.0
998,998,51,1,0.05
999,999,296,1,0.0
1000,1000,190,1,0.0
1001,1001,175,1,0.0
1002,1002,192,2,0.0
1003,1003,137,4,0.0
1004,1004,423,1,0.0
1005,1005,40,9,0.15
1006,1006,141,1,0.0
1007,1007,334,3,0.0
1008,1008,411,8,0.0
1009,1009,116,3,0.0
1010,1010,409,1,0.0
1011,1011,23,2,0.0
1012,1012,53,2,0.0
1013,1013,46,1,0.0
1014,1014,60,3,0.1
1015,1015,289,3,0.0
1016,1016,380,1,0.0
1017,1017,399,1,0.0
1018,1018,390,5,0.0
1019,1019,98,6,0.0
1020,1020,10,2,0.0
1021,1021,202,1,0.0
1022,1022,267,3,0.0
1023,1023,53,3,0.0
1024,1024,47,2,0.15
1025,1025,133,4,0.05
1026,1026,355,8,0.0
1027,1027,247,3,0.0
1028,1028,494,5,0.1
1029,1029,39,1,0.0
1030,1030,68,1,0.0
1031,1031,277,1,0.1
1032,1032,439,5,0.0
1033,1033,42,1,0.0
1034,1034,263,4,0.15
1035,1035,129,2,0.0
1036,1036,284,5,0.0
1037,1037,482,7,0.1
1038,1038,415,1,0.1
1039,1039,229,7,0.0
1040,1040,11,1,0.0
1041,1041,246,3,0.0
1042,1042,429,1,0.0
1043,1043,184,1,0.0
1044,1044,322,2,0.2
1045,1045,444,3,0.0
1046,1046,446,2,0.1
1047,1047,217,1,0.0
1048,1048,469,1,0.0
1049,1049,143,1,0.0
1050,1050,488,1,0.0
1051,1051,481,3,0.0
1052,1052,349,2,0.0
1053,1053,27,1,0.0
1054,1054,371,5,0.0
1055,1055,365,1,0.05
1056,1056,96,1,0.0
1057,1057,118,5,0.0
1058,1058,395,2,0.0
1059,1059,283,1,0.0
1060,1060,90,1,0.0
1061,1061,484,2,0.0
1062,1062,351,3,0.0
1063,1063,13,2,0.0
1064,1064,90,2,0.0
1065,1065,70,2,0.0
1066,1066,219,3,0.0
1067,1067,279,2,0.0
1068,1068,52,4,0.2
1069,1069,76,1,0.1
1070,1070,474,1,0.0
1071,1071,195,2,0.0
1072,1072,246,1,0.0
1073,1073,401,2,0.0
1074,1074,223,2,0.0
1075,1075,36,5,0.0
1076,1076,85,5,0.0
1077,1077,110,5,0.1
1078,1078,395,2,0.0
1079,1079,353,9,0.0
1080,1080,270,2,0.0
1081,1081,451,2,0.15
1082,1082,221,2,0.0
1083,1083,366,2,0.0
1084,1084,472,3,0.1
1085,1085,364,7,0.0
1086,1086,299,3,0.0
1087,1087,364,5,0.0
1088,1088,143,1,0.0
1089,1089,17,1,0.1
1090,1090,99,4,0.05
1091,1091,98,2,0.05
1092,1092,1,2,0.05
1093,1093,355,2,0.0
1094,1094,73,1,0.0
1095,1095,379,1,0.0
1096,1096,429,2,0.0
1097,1097,128,1,0.0
1098,1098,398,7,0.0
1099,1099,114,1,0.0
1100,1100,241,1,0.0
1101,1101,31,3,0.0
1102,1102,338,6,0.05
1103,1103,60,2,0.1
1104,1104,3,1,0.0
1105,1105,231,2,0.0
1106,1106,338,6,0.0
1107,1107,471,1,0.0
1108,1108,111,2,0.0
1109,1109,238,1,0.0
1110,1110,264,2,0.2
1111,1111,132,1,0.0
1112,1112,421,2,0.0
1113,1113,270,1,0.0
1114,1114,439,2,0.0
1115,1115,187,6,0.15
1116,1116,57,1,0.0
1117,1117,92,8,0.4
1118,1118,157,6,0.25
1119,1119,48,3,0.0
1120,1120,12,4,0.0
1121,1121,114,2,0.0
1122,1122,200,4,0.0
1123,1123,399,1,0.0
1124,1124,376,6,0.0
1125,1125,429,1,0.0
1126,1126,385,8,0.0
1127,1127,40,5,0.0
1128,1128,82,1,0.0
1129,1129,217,2,0.0
1130,1130,228,1,0.0
1131,1131,492,5,0.2
1132,1132,57,1,0.0
1133,1133,65,4,0.0
1134,1134,39,6,0.15
1135,1135,418,3,0.0
1136,1136,194,3,0.0
1137,1137,492,4,0.0
1138,1138,117,4,0.15
1139,1139,93,2,0.0
