order_id,customer_id,order_date,region,store_id,payment_method
147,2275,2023-12-08,West,43,Cash
148,2075,2024-07-26,North,12,Card
149,89,2024-04-27,South,43,Online
150,3805,2023-11-13,West,31,Card
151,122,2023-05-07,North,34,Online
152,33,2023-05-31,South,27,Card
153,696,2023-11-15,South,2,Card
154,525,2023-11-24,East,24,Card
155,247,2024-12-02,South,23,Cash
156,3102,2024-12-22,West,49,Online
157,1963,2024-07-21,West,16,Online
158,2228,2024-09-25,North,40,Card
159,4834,2024-12-27,North,49,Online
160,2479,2024-01-28,East,15,Online
161,4460,2023-12-21,South,22,Cash
162,3224,2023-12-09,West,35,Cash
163,1267,2023-08-01,West,10,Card
164,2252,2024-05-05,East,29,Cash
165,2942,2024-06-04,East,29,Card
166,2074,2023-02-19,East,37,Online
167,4064,2024-05-19,South,38,Card
168,761,2024-10-06,South,6,Card
169,1553,2023-12-21,South,12,Card
170,958,2023-05-12,South,22,Card
171,254,2023-05-21,North,14,Online
172,1570,2024-10-11,West,19,Card
173,4214,2023-12-22,West,37,Card
174,4646,2024-03-28,North,15,Card
175,4966,2023-09-20,North,40,Cash
176,4917,2023-11-14,South,6,Card
177,3664,2024-09-01,South,1,Online
178,880,2023-11-18,West,33,Card
179,1,2023-02-13,North,39,Card
180,2064,2024-11-25,North,17,Online
181,112,2024-04-07,South,48,Card
182,1126,2023-10-25,North,18,Card
183,1430,2024-05-10,East,22,Card
184,2044,2024-07-28,East,35,Cash
185,671,2023-05-27,East,40,Cash
186,1691,2023-12-03,South,36,Cash
187,3958,2024-08-02,East,5,Card
188,281,2023-10-11,North,31,Online
189,1967,2024-07-28,East,12,Card
190,1965,2024-03-03,North,24,Online
191,3391,2024-07-15,South,30,Card
192,2062,2023-05-03,East,19,Card
193,3866,2023-09-24,South,7,Card
194,4774,2023-12-26,North,5,Card
195,1465,2024-03-31,North,14,Card
196,2160,2024-07-26,North,23,Online
197,3188,2023-11-29,West,14,Online
198,790,2023-09-20,North,28,Card
199,1323,2024-12-01,North,12,Online
200,1503,2024-12-10,West,13,Online
201,1492,2023-09-19,West,45,Card
202,1316,2023-07-04,North,7,Card
203,2071,2024-08-10,West,34,Online
204,2677,2024-10-21,South,32,Cash
205,1045,2023-10-19,North,6,Card
206,3536,2023-10-02,East,35,Cash
207,1967,2023-04-30,South,20,Card
208,4970,2023-10-09,North,41,Online
209,2251,2023-05-31,East,32,Card
210,142,2024-02-10,East,24,Cash
211,1004,2023-03-28,South,39,Online
212,2155,2023-07-13,South,31,Cash
213,4625,2023-12-29,West,25,Cash
214,969,2023-12-20,West,22,Card
215,3959,2023-02-18,South,45,Cash
216,2736,2023-02-03,South,35,Online
217,805,2023-11-19,West,17,Card
218,668,2024-05-31,South,1,Cash
219,3125,2023-01-04,North,9,Card
220,3255,2024-10-18,North,49,Card
221,2749,2023-04-26,West,13,Card
222,3008,2023-07-16,North,32,Cash
223,4168,2024-08-14,South,34,Cash
224,1866,2024-01-06,South,37,Online
225,4080,2024-10-15,North,25,Online
226,4979,2023-09-11,East,33,Card
227,2797,2024-03-01,North,4,Card
228,4705,2024-07-07,South,2,Card
229,3440,2023-10-01,East,46,Online
230,3168,2024-02-01,South,5,Card
231,121,2023-11-17,South,46,Online
232,3857,2024-11-18,North,12,Online
233,1076,2023-10-03,West,12,Cash
234,4414,2024-07-06,East,35,Card
235,702,2023-12-21,East,21,Card
236,3669,2023-12-23,West,2,Online
237,21,2023-01-19,East,15,Card
238,2250,2023-11-21,West,18,Card
239,3223,2024-08-13,South,31,Card
240,2358,2023-06-27,West,26,Online
241,66,2024-09-01,South,39,Online
242,4359,2023-12-17,North,24,Card
243,2215,2023-01-08,East,32,Cash
244,3226,2023-01-20,West,23,Online
245,718,2024-01-27,North,29,Card
246,3737,2024-12-18,South,31,Card
247,3266,2024-05-31,West,2,Online
248,4090,2023-03-02,North,47,Cash
249,2531,2024-03-11,West,49,Cash
250,1056,2024-07-03,East,30,Card
251,15,2024-03-09,North,14,Online
252,3315,2024-10-16,West,17,Online
253,2582,2024-11-26,South,30,Online
254,81,2024-12-24,North,16,Card
255,3080,2023-11-27,East,39,Cash
256,780,2023-06-28,East,33,Card
257,3865,2023-03-28,North,38,Card
258,2514,2023-04-20,North,19,Card
259,325,2023-12-08,East,35,Card
260,677,2024-11-13,North,46,Card
261,2012,2024-01-25,East,25,Cash
262,3617,2023-06-13,South,17,Card
263,1195,2024-07-28,South,30,Card
264,3076,2023-10-26,East,2,Online
265,905,2024-11-10,West,31,Cash
266,2905,2023-06-22,South,37,Card
267,1124,2024-09-16,South,5,Card
268,4317,2024-04-05,South,45,Online
269,2271,2023-07-20,West,37,Online
270,2259,2024-06-17,North,23,Card
271,931,2023-11-20,South,6,Card
272,1272,2023-02-09,West,37,Online
273,798,2023-04-23,North,1,Card
274,3135,2024-05-26,West,8,Card
275,2588,2024-01-13,South,25,Online
276,417,2024-09-08,East,38,Card
277,2356,2023-12-02,West,14,Cash
278,898,2024-01-25,South,30,Cash
279,3678,2023-02-18,East,4,Cash
280,461,2024-12-08,East,7,Card
281,4031,2024-09-28,East,11,Card
282,3323,2023-12-15,South,7,Cash
283,3519,2023-04-15,West,7,Cash
284,485,2024-12-21,South,28,Card
285,1188,2024-10-11,East,16,Card
286,3997,2023-04-29,South,18,Cash
287,2993,2023-05-18,South,46,Cash
288,1710,2024-02-29,South,19,Card
289,1990,2023-11-11,North,45,Card
290,4274,2024-06-27,South,47,Online
291,4861,2024-08-30,South,27,Card
292,4187,2024-08-15,East,19,Card
293,1662,2024-02-16,East,17,Online
294,4265,2024-08-10,East,11,Card
295,3695,2024-11-12,North,12,Online
296,170,2023-11-05,East,42,Card
297,4234,2024-03-16,South,28,Card
298,4615,2024-12-27,East,14,Cash
299,3013,2024-11-15,North,42,Online
300,3762,2023-12-29,East,1,Card
301,4805,2024-08-22,East,11,Online
302,2036,2024-11-16,West,43,Cash
303,2608,2024-09-27,South,10,Online
304,1689,2023-10-29,East,48,Card
305,6,2023-02-22,North,11,Online
306,3344,2023-12-12,North,2,Online
307,3411,2023-06-05,West,38,Card
308,4594,2023-06-11,South,21,Card
309,2816,2024-07-14,North,41,Card
310,2018,2023-01-11,East,18,Online
311,1743,2023-03-17,South,25,Online
312,3510,2023-05-17,East,15,Online
313,2783,2023-01-10,East,43,Cash
314,3282,2024-06-29,West,35,Cash
315,525,2023-11-06,South,14,Online
316,1723,2024-07-28,South,36,Online
317,4229,2023-07-16,East,14,Cash
318,3865,2023-11-24,North,44,Card
319,1401,2023-05-13,West,39,Card
320,1420,2023-03-19,East,40,Cash
321,3134,2024-05-09,South,28,Card
322,4003,2024-04-28,South,1,Card
323,1835,2024-02-09,South,7,Online
324,4132,2024-07-09,East,23,Online
325,2354,2023-12-17,East,48,Card
326,2941,2024-07-12,North,12,Online
327,2131,2023-06-12,North,32,Online
328,1432,2024-10-05,South,22,Cash
329,1435,2023-12-17,South,19,Card
330,4809,2024-07-29,North,49,Card
331,1956,2023-11-13,West,29,Cash
332,4992,2023-08-21,West,11,Card
333,4066,2024-06-18,North,4,Cash
334,2804,2024-11-20,West,1,Card
335,601,2024-03-09,South,26,Card
336,2699,2024-09-11,East,23,Card
337,3027,2023-08-07,South,29,Online
338,1143,2023-07-16,West,4,Card
339,1104,2023-02-17,North,47,Online
340,1701,2024-01-07,East,27,Cash
341,3589,2023-09-25,West,15,Online
342,727,2023-12-16,North,49,Online
343,4614,2023-06-10,South,44,Card
344,4910,2023-12-20,West,38,Cash
345,4522,2023-07-25,West,48,Cash
346,4038,2024-06-21,South,35,Online
347,432,2024-08-20,North,3,Card
348,948,2023-05-12,West,45,Cash
349,3908,2023-01-25,North,4,Online
350,2983,2023-02-16,South,21,Card
351,2540,2023-01-31,East,2,Card
352,391,2024-11-22,North,19,Card
353,1003,2023-09-15,North,33,Card
354,777,2024-09-27,West,37,Online
355,4090,2024-12-01,South,17,Card
356,1755,2023-03-04,West,33,Card
357,1137,2024-06-02,South,12,Online
358,3257,2024-03-22,West,45,Card
359,523,2024-04-06,West,13,Card
360,1695,2024-03-09,East,13,Cash
361,4838,2023-10-08,South,26,Cash
362,278,2023-10-25,East,6,Online
363,148,2024-11-15,North,21,Cash
364,4874,2024-11-11,West,19,Card
365,4515,2023-10-18,West,26,Card
366,3655,2023-10-14,East,37,Card
367,2440,2024-06-11,West,5,Card
368,940,2024-12-15,West,36,Card
369,3710,2023-07-29,East,28,Online
370,4338,2024-05-16,West,3,Online
371,1224,2023-09-02,North,15,Cash
372,3364,2023-12-11,South,16,Cash
373,1818,2024-10-23,West,45,Online
374,684,2024-09-29,North,4,Cash
375,1233,2023-06-07,North,41,Online
376,2074,2024-11-26,East,31,Card
377,2018,2023-04-15,North,29,Card
378,2185,2023-09-03,South,14,Card
379,4667,2023-05-31,South,38,Card
380,3064,2023-07-11,North,37,Card
381,3921,2023-10-07,South,13,Card
382,1940,2023-11-17,South,17,Cash
383,51,2023-03-08,East,27,Card
384,2977,2023-08-03,North,21,Card
385,1361,2024-03-18,North,22,Cash
386,3737,2024-11-28,West,3,Online
387,3803,2024-12-15,North,27,Card
388,366,2023-07-13,West,12,Cash
389,3046,2023-03-13,South,20,Card
390,2902,2023-01-15,East,2,Online
391,3460,2024-03-12,East,45,Online
392,269,2024-09-19,West,32,Online
393,3639,2024-03-18,South,17,Cash
394,235,2023-11-28,South,16,Online
395,3208,2023-01-23,West,33,Card
396,1418,2023-04-12,West,34,Cash
397,4371,2023-09-06,South,14,Card
398,3255,2024-08-14,East,41,Online
399,4968,2023-10-09,South,11,Card
400,34,2023-07-04,West,1,Online
401,4963,2023-09-10,West,25,Card
402,4928,2023-11-18,East,29,Cash
403,1111,2024-10-28,North,18,Online
404,462,2024-11-07,East,17,Card
405,322,2023-11-30,North,31,Online
406,1875,2023-06-18,West,32,Card
407,2238,2024-05-22,South,28,Card
408,1257,2024-01-24,East,8,Card
409,4010,2024-03-07,East,41,Card
410,4264,2023-10-20,South,39,Card
411,2712,2024-01-20,North,38,Cash
412,1410,2024-06-25,East,41,Online
413,2025,2023-11-24,North,19,Card
414,4994,2024-02-07,West,28,Online
415,2912,2024-10-30,West,19,Cash
416,4958,2024-10-06,East,22,Card
417,3214,2023-11-08,East,1,Card
418,1453,2024-11-05,South,2,Online
419,2902,2024-01-02,West,46,Card
420,3072,2023-05-18,North,33,Card
421,4047,2023-10-14,East,41,Online
422,3368,2024-05-15,North,39,Card
423,873,2023-12-29,East,41,Cash
424,1604,2023-11-23,North,7,Cash
425,1735,2023-07-02,East,4,Card
426,4443,2023-05-10,South,17,Card
427,3668,2024-08-02,East,31,Card
428,1277,2023-11-11,North,26,Online
429,543,2024-08-08,East,35,Cash
430,4809,2024-11-20,North,5,Card
431,3440,2023-02-22,North,8,Cash
432,511,2024-07-06,East,21,Card
433,947,2024-04-18,North,16,Online
434,3474,2023-04-27,North,47,Card
435,2872,2023-11-10,South,28,Cash
436,3922,2023-01-15,North,14,Cash
437,4536,2024-01-14,East,48,Cash
438,3304,2023-09-02,North,16,Online
439,3285,2023-12-06,North,1,Online
440,1291,2023-11-10,South,11,Card
441,502,2023-11-28,West,19,Card
442,2872,2023-04-26,East,5,Cash
443,387,2023-12-11,East,28,Online
444,2007,2024-12-24,North,30,Online
445,2148,2023-10-12,East,29,Card
446,1339,2024-12-25,East,25,Card
447,353,2024-08-01,South,37,Online
448,3189,2024-11-25,East,7,Cash
449,1303,2023-03-21,South,6,Cash
450,847,2024-05-23,South,15,Cash
451,526,2024-11-09,South,29,Cash
452,2525,2024-03-02,North,23,Cash
453,4106,2024-03-08,East,47,Card
454,3810,2023-12-17,East,4,Card
455,2908,2024-08-29,North,6,Card
456,3831,2023-11-19,North,35,Online
457,2490,2023-04-20,East,1,Cash
458,3265,2024-07-25,North,13,Card
459,3602,2024-09-08,South,35,Card
460,1879,2024-02-02,North,26,Online
461,233,2024-07-03,North,38,Online
462,3028,2024-01-06,South,2,Online
463,3610,2024-12-20,West,36,Card
464,2329,2024-11-11,East,30,Online
465,3685,2023-11-02,East,8,Online
466,4478,2023-10-18,North,24,Card
467,2590,2023-12-03,East,30,Online
468,4212,2023-01-28,North,15,Card
469,1464,2024-06-26,North,35,Cash
470,3111,2023-11-10,South,24,Online
471,4872,2024-03-07,North,43,Online
472,4436,2024-12-06,South,41,Online
473,1562,2024-08-16,North,24,Online
474,3173,2024-08-26,South,29,Card
475,1743,2024-12-27,North,27,Online
476,4017,2024-03-02,North,8,Online
477,4025,2023-02-12,West,29,Online
478,531,2023-12-29,East,31,Card
479,2121,2023-03-14,South,10,Card
480,4965,2024-06-09,South,10,Card
481,2529,2024-10-19,West,25,Cash
482,4409,2024-04-26,East,4,Online
483,965,2024-12-13,South,23,Card
484,4455,2024-01-17,South,5,Card
485,2804,2023-06-13,West,8,Card
486,3025,2023-12-06,North,1,Card
487,4594,2024-08-19,North,12,Card
488,2979,2023-08-24,North,14,Online
489,1618,2023-12-09,North,10,Online
490,417,2024-03-30,East,19,Cash
491,1389,2024-04-19,South,25,Online
492,4368,2024-02-05,North,8,Card
493,2595,2023-09-29,West,21,Online
494,1747,2024-02-28,East,46,Cash
495,2860,2024-12-14,South,11,Card
496,4491,2023-06-27,East,22,Card
497,853,2024-11-06,West,27,Online
498,1712,2023-04-12,East,40,Card
499,2526,2023-04-14,East,45,Online
500,2031,2023-10-05,East,45,Card
501,1057,2023-01-06,North,21,Card
502,2427,2023-05-15,East,2,Online
503,909,2024-02-26,North,2,Card
504,569,2023-07-08,East,43,Card
505,2861,2024-03-25,East,31,Card
506,2327,2023-12-24,East,22,Card
507,1309,2023-12-21,South,33,Card
508,718,2024-08-27,North,10,Cash
509,3346,2024-08-06,West,11,Cash
510,2486,2023-02-16,North,8,Online
511,2719,2024-12-26,South,8,Online
512,1451,2024-03-16,South,48,Card
513,4231,2023-08-24,West,20,Card
514,2268,2024-09-25,West,13,Cash
515,1322,2024-01-17,South,13,Cash
516,4053,2024-06-06,South,45,Card
517,3527,2024-04-04,East,17,Cash
518,3631,2024-05-10,North,30,Online
519,3992,2024-12-18,East,7,Card
520,1915,2023-07-26,East,34,Card
521,2994,2023-05-23,East,42,Online
522,4897,2024-06-28,West,27,Card
523,3534,2023-01-19,South,19,Online
524,3699,2023-12-25,East,38,Cash
525,711,2023-05-11,East,35,Online
526,4761,2024-01-25,South,49,Cash
527,4879,2024-09-23,South,19,Card
528,2048,2023-04-11,North,19,Card
529,1559,2023-11-30,North,11,Online
530,1723,2023-11-19,North,21,Online
531,1652,2023-08-30,South,34,Card
532,1779,2023-12-02,West,7,Card
533,684,2023-11-02,East,27,Online
534,1216,2024-12-15,North,23,Card
535,1894,2024-07-17,North,20,Online
536,3995,2024-12-06,South,8,Cash
537,2917,2024-12-08,South,3,Online
538,4678,2023-12-11,North,39,Card
539,4644,2023-08-06,North,44,Cash
540,3096,2024-12-31,East,12,Card
541,4561,2023-03-15,North,22,Card
542,1865,2024-12-20,South,12,Card
543,892,2024-01-08,East,32,Card
544,501,2024-11-20,West,31,Online
545,2641,2024-08-27,West,23,Card
546,1354,2023-04-28,North,30,Online
547,2195,2023-12-01,South,26,Card
548,2010,2024-08-21,South,11,Card
549,2324,2023-09-06,West,45,Card
550,4399,2024-08-09,West,12,Cash
551,4441,2023-06-02,North,10,Online
552,4118,2024-09-01,South,7,Cash
553,2584,2024-11-16,South,2,Online
554,263,2024-01-28,South,8,Online
555,3827,2024-09-11,South,38,Cash
556,392,2024-06-18,South,25,Cash
557,540,2023-09-06,West,28,Card
558,884,2023-11-14,South,36,Card
559,2420,2024-07-28,West,41,Card
560,2085,2023-12-24,North,38,Card
561,4787,2024-07-28,West,12,Card
562,1536,2023-06-09,North,18,Card
563,90,2023-08-29,South,6,Card
564,4191,2024-11-15,West,46,Card
565,2680,2024-06-17,South,2,Card
566,2171,2024-05-12,North,29,Card
567,366,2024-03-17,West,42,Cash
568,2373,2023-09-25,South,23,Online
569,519,2024-08-20,South,13,Card
570,830,2023-08-24,East,10,Card
571,271,2024-02-23,North,43,Card
572,3539,2023-03-30,West,21,Card
573,4815,2023-05-07,South,48,Card
574,2318,2024-11-13,South,29,Online
575,4474,2024-04-04,South,49,Card
576,2322,2023-10-08,South,1,Card
577,637,2023-08-29,South,27,Cash
578,2624,2024-02-07,East,27,Card
579,3753,2024-04-10,West,21,Card
580,4366,2023-08-22,East,20,Online
581,85,2024-05-06,South,23,Online
582,907,2024-05-27,South,2,Card
583,1876,2024-05-17,East,24,Card
584,3959,2023-02-24,South,25,Cash
585,2597,2023-01-10,North,22,Cash
586,507,2024-12-31,South,24,Card
587,524,2024-09-11,North,46,Card
588,3051,2024-10-22,North,31,Online
589,2398,2024-08-11,North,41,Card
590,2900,2023-12-24,East,8,Card
591,1836,2024-01-24,North,30,Online
592,4719,2024-12-24,North,40,Card
593,2042,2023-01-11,North,28,Online
594,2535,2023-06-04,North,17,Online
595,756,2023-11-08,North,18,Card
596,3823,2024-10-04,South,28,Card
597,4924,2024-11-27,South,3,Card
598,4723,2023-11-04,East,15,Card
599,630,2024-02-03,South,49,Online
600,3167,2023-11-21,North,31,Cash
601,4353,2024-10-15,North,11,Card
602,905,2023-11-30,South,16,Cash
603,2618,2024-11-18,North,38,Card
604,108,2023-12-29,East,19,Online
605,1389,2024-12-08,North,13,Card
606,4256,2024-12-11,South,36,Card
607,265,2024-08-08,West,46,Cash
608,2798,2024-02-03,North,49,Card
609,677,2024-08-21,South,31,Cash
610,3487,2024-06-10,West,19,Cash
611,3970,2023-06-04,West,45,Card
612,608,2024-11-02,South,43,Card
613,3426,2023-07-23,East,1,Online
614,2395,2023-01-01,North,44,Card
615,4897,2023-01-08,West,9,Cash
616,1848,2024-10-18,West,26,Card
617,1492,2023-11-08,North,38,Card
618,4599,2023-11-27,West,31,Card
619,3016,2024-07-13,West,23,Cash
620,2738,2023-11-22,West,25,Online
621,2049,2024-11-16,North,46,Card
622,3955,2023-02-28,South,42,Card
623,1088,2023-05-31,East,6,Online
624,3601,2023-04-04,South,46,Online
625,2934,2023-02-23,South,42,Cash
626,73,2023-05-15,East,37,Card
627,484,2024-01-27,North,6,Card
628,3782,2023-04-25,South,45,Card
629,3780,2024-09-06,North,22,Card
630,1832,2023-12-12,West,27,Cash
631,2021,2023-04-25,North,2,Online
632,779,2023-11-01,West,20,Card
633,4724,2024-02-20,East,43,Card
634,3278,2023-01-21,East,26,Card
635,1060,2024-04-29,North,38,Online
636,2310,2024-11-06,East,3,Online
637,1601,2024-12-26,South,18,Card
638,352,2023-06-29,South,29,Card
639,3223,2023-10-26,South,36,Cash
640,465,2023-08-10,West,18,Card
641,3167,2024-12-15,North,6,Cash
642,2210,2024-11-18,East,44,Cash
643,300,2024-02-16,North,27,Cash
644,356,2023-10-08,East,48,Card
645,564,2024-06-02,East,42,Cash
646,4889,2023-06-27,West,10,Cash
647,1191,2024-12-19,South,12,Card
648,3211,2024-09-14,North,49,Cash
649,2037,2024-03-13,North,3,Cash
650,256,2024-01-04,East,22,Card
651,2564,2023-05-18,North,8,Cash
652,270,2023-07-30,East,28,Cash
653,928,2024-11-15,South,47,Card
654,4556,2024-10-19,East,16,Card
655,1043,2024-05-21,East,5,Cash
656,4189,2024-11-20,North,5,Card
657,810,2024-12-20,North,17,Card
658,1647,2023-12-05,East,8,Cash
659,488,2024-01-02,North,30,Card
660,3082,2023-12-16,North,20,Online
661,749,2023-10-19,East,16,Card
662,1168,2024-05-14,North,42,Card
663,4611,2023-11-21,South,23,Online
664,3542,2024-11-16,North,28,Online
665,484,2024-05-07,North,4,Card
666,4070,2023-12-18,West,24,Card
667,4398,2024-06-05,South,40,Card
668,3134,2023-09-14,East,46,Online
669,999,2023-02-09,West,18,Card
670,398,2023-12-03,North,47,Card
671,1804,2023-06-22,South,40,Card
672,1947,2023-11-16,South,6,Cash
673,3416,2024-07-06,South,33,Card
674,2422,2023-04-23,East,16,Card
675,3084,2024-12-09,West,31,Card
676,2789,2024-12-07,East,13,Card
677,890,2023-09-24,North,8,Cash
678,1894,2024-04-27,South,3,Cash
679,4345,2024-05-20,East,20,Card
680,3642,2024-09-04,North,4,Cash
681,1260,2023-07-06,West,45,Online
682,2419,2023-05-16,North,36,Card
683,2839,2024-12-07,North,45,Card
684,787,2024-03-23,South,40,Online
685,4936,2024-10-30,South,16,Card
686,3130,2023-06-30,North,43,Online
687,4504,2023-09-08,North,1,Online
688,3585,2024-01-28,North,46,Card
689,2468,2024-01-08,West,11,Online
690,2194,2024-11-18,South,16,Card
691,17,2024-12-29,North,24,Cash
692,3023,2024-12-08,East,2,Online
693,1267,2024-09-03,East,31,Cash
694,4297,2023-07-12,South,10,Card
695,3545,2023-09-10,North,5,Online
696,486,2023-10-15,North,40,Card
697,4674,2024-02-14,North,18,Cash
698,861,2023-12-07,North,20,Online
699,1472,2023-11-08,South,8,Card
700,2043,2024-03-13,North,37,Online
701,3121,2024-05-24,East,48,Card
702,702,2023-08-28,South,37,Cash
703,4036,2023-12-16,North,33,Card
704,1174,2024-03-20,South,6,Card
705,1880,2023-03-17,South,4,Card
706,3394,2023-06-05,South,13,Cash
707,4992,2024-03-13,South,11,Card
708,4643,2024-10-28,North,39,Online
709,3307,2023-10-07,South,10,Card
710,3784,2023-10-22,East,5,Cash
711,151,2024-10-08,East,34,Card
712,1660,2024-06-25,South,47,Card
713,2320,2024-07-26,West,4,Online
714,3996,2024-11-03,West,48,Cash
715,1516,2024-11-11,West,14,Cash
716,588,2023-11-29,South,21,Cash
717,1196,2023-06-01,West,2,Online
718,2327,2024-07-28,South,29,Card
719,2606,2024-11-26,East,43,Online
720,566,2023-11-23,North,7,Card
721,1757,2024-01-03,South,44,Card
722,1361,2023-04-26,South,9,Card
723,2374,2024-01-20,South,44,Card
724,2132,2023-03-25,East,10,Online
725,2889,2024-09-14,South,12,Card
726,1568,2024-12-19,West,34,Card
727,3411,2024-09-19,South,33,Card
728,2368,2024-08-11,North,48,Card
729,3344,2023-08-24,East,23,Card
730,3098,2024-08-12,East,45,Card
731,1334,2023-06-25,South,44,Cash
732,4329,2024-08-24,South,37,Card
733,3337,2024-03-24,West,30,Cash
